OCC_CODE,Occupation title,Level,Employed,Employment relative standard error,Hourly mean wage,Annual Mean wage,Mean wage RSE,Hourly Median wage,Annual median wage
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"8,360",7.9,17.66,"36,740",3.5,14.29,"29,730"
41-9099,"Sales and Related Workers, All Other",detailed,"153,180",1.5,19.11,"39,750",0.8,14.69,"30,550"
43-0000,Office and Administrative Support Occupations,major,"18,548,360",0.2,20.38,"42,390",0.1,18.62,"38,720"
43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,427,260",0.4,29.81,"62,010",0.2,28.1,"58,450"
43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,427,260",0.4,29.81,"62,010",0.2,28.1,"58,450"
43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,427,260",0.4,29.81,"62,010",0.2,28.1,"58,450"
43-2000,Communications Equipment Operators,minor,"66,960",3,16.85,"35,050",1.1,15.41,"32,060"
43-2010,"Switchboard Operators, Including Answering Service",broad,"59,270",3.3,16.34,"33,980",1.2,15.11,"31,430"
43-2011,"Switchboard Operators, Including Answering Service",detailed,"59,270",3.3,16.34,"33,980",1.2,15.11,"31,430"
43-2020,Telephone Operators,broad,"4,630",7.4,18.91,"39,340",1.5,18.13,"37,710"
43-2021,Telephone Operators,detailed,"4,630",7.4,18.91,"39,340",1.5,18.13,"37,710"
43-2090,Miscellaneous Communications Equipment Operators,broad,"3,070",17.4,23.68,"49,260",2.9,22.44,"46,680"
43-2099,"Communications Equipment Operators, All Other",detailed,"3,070",17.4,23.68,"49,260",2.9,22.44,"46,680"
43-3000,Financial Clerks,minor,"2,770,580",0.4,20.15,"41,920",0.1,19.02,"39,550"
43-3010,Bill and Account Collectors,broad,"222,030",1.7,19.53,"40,630",0.4,18.32,"38,100"
43-3011,Bill and Account Collectors,detailed,"222,030",1.7,19.53,"40,630",0.4,18.32,"38,100"
43-3020,Billing and Posting Clerks,broad,"445,160",0.9,20.01,"41,610",0.2,19.03,"39,590"
43-3021,Billing and Posting Clerks,detailed,"445,160",0.9,20.01,"41,610",0.2,19.03,"39,590"
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,443,940",0.5,21.2,"44,100",0.2,20.39,"42,410"
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,443,940",0.5,21.2,"44,100",0.2,20.39,"42,410"
43-3040,Gambling Cage Workers,broad,"10,560",4,14.28,"29,700",0.8,13.77,"28,650"
43-3041,Gambling Cage Workers,detailed,"10,560",4,14.28,"29,700",0.8,13.77,"28,650"
43-3050,Payroll and Timekeeping Clerks,broad,"133,870",1.1,23.21,"48,290",0.4,22.61,"47,020"
43-3051,Payroll and Timekeeping Clerks,detailed,"133,870",1.1,23.21,"48,290",0.4,22.61,"47,020"
43-3060,Procurement Clerks,broad,"61,000",1.4,21.83,"45,400",0.3,21.51,"44,740"
43-3061,Procurement Clerks,detailed,"61,000",1.4,21.83,"45,400",0.3,21.51,"44,740"
43-3070,Tellers,broad,"423,570",0.9,15.85,"32,960",0.3,15.68,"32,620"
43-3071,Tellers,detailed,"423,570",0.9,15.85,"32,960",0.3,15.68,"32,620"
43-3090,Miscellaneous Financial Clerks,broad,"30,470",3.7,22.27,"46,310",1.1,21.23,"44,160"
43-3099,"Financial Clerks, All Other",detailed,"30,470",3.7,22.27,"46,310",1.1,21.23,"44,160"
43-4000,Information and Record Clerks,minor,"5,480,860",0.3,18.22,"37,900",0.1,16.97,"35,300"
43-4010,Brokerage Clerks,broad,"44,720",3.1,28.11,"58,460",0.8,26.57,"55,270"
43-4011,Brokerage Clerks,detailed,"44,720",3.1,28.11,"58,460",0.8,26.57,"55,270"
43-4020,Correspondence Clerks,broad,"6,150",7.9,19.26,"40,070",0.9,18.46,"38,400"
43-4021,Correspondence Clerks,detailed,"6,150",7.9,19.26,"40,070",0.9,18.46,"38,400"
43-4030,"Court, Municipal, and License Clerks",broad,"156,100",0.9,20.91,"43,490",0.6,19.68,"40,930"
43-4031,"Court, Municipal, and License Clerks",detailed,"156,100",0.9,20.91,"43,490",0.6,19.68,"40,930"
43-4040,"Credit Authorizers, Checkers, and Clerks",broad,"24,600",3.4,20.95,"43,580",0.8,20.06,"41,730"
43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"24,600",3.4,20.95,"43,580",0.8,20.06,"41,730"
43-4050,Customer Service Representatives,broad,"2,833,250",0.5,18.51,"38,510",0.2,17.23,"35,830"
43-4051,Customer Service Representatives,detailed,"2,833,250",0.5,18.51,"38,510",0.2,17.23,"35,830"
43-4060,"Eligibility Interviewers, Government Programs",broad,"138,820",2,23.07,"47,990",0.6,22.65,"47,110"
43-4061,"Eligibility Interviewers, Government Programs",detailed,"138,820",2,23.07,"47,990",0.6,22.65,"47,110"
43-4070,File Clerks,broad,"91,560",1.7,17.38,"36,140",0.4,16.39,"34,090"
43-4071,File Clerks,detailed,"91,560",1.7,17.38,"36,140",0.4,16.39,"34,090"
43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,"222,550",1.1,12.93,"26,900",0.5,12.26,"25,490"
43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"222,550",1.1,12.93,"26,900",0.5,12.26,"25,490"
43-4110,"Interviewers, Except Eligibility and Loan",broad,"173,800",1.4,18.1,"37,640",0.4,17.39,"36,170"
43-4111,"Interviewers, Except Eligibility and Loan",detailed,"173,800",1.4,18.1,"37,640",0.4,17.39,"36,170"
43-4120,"Library Assistants, Clerical",broad,"84,560",1.7,14.78,"30,740",0.6,13.81,"28,730"
43-4121,"Library Assistants, Clerical",detailed,"84,560",1.7,14.78,"30,740",0.6,13.81,"28,730"
43-4130,Loan Interviewers and Clerks,broad,"204,100",1.6,20.57,"42,780",0.4,19.89,"41,370"
43-4131,Loan Interviewers and Clerks,detailed,"204,100",1.6,20.57,"42,780",0.4,19.89,"41,370"
43-4140,New Accounts Clerks,broad,"45,250",3.3,19.17,"39,870",2.1,18.15,"37,750"
43-4141,New Accounts Clerks,detailed,"45,250",3.3,19.17,"39,870",2.1,18.15,"37,750"
43-4150,Order Clerks,broad,"119,640",2.3,18.1,"37,660",0.5,17.11,"35,590"
43-4151,Order Clerks,detailed,"119,640",2.3,18.1,"37,660",0.5,17.11,"35,590"
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,"108,470",1.2,21.24,"44,170",0.3,20.79,"43,250"
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"108,470",1.2,21.24,"44,170",0.3,20.79,"43,250"
43-4170,Receptionists and Information Clerks,broad,"968,420",0.6,15.58,"32,410",0.2,14.96,"31,110"
43-4171,Receptionists and Information Clerks,detailed,"968,420",0.6,15.58,"32,410",0.2,14.96,"31,110"
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,"110,020",3.3,21.98,"45,710",1.2,18.96,"39,430"
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"110,020",3.3,21.98,"45,710",1.2,18.96,"39,430"
43-4190,Miscellaneous Information and Record Clerks,broad,"148,870",1,21.1,"43,880",0.4,20.59,"42,820"
43-4199,"Information and Record Clerks, All Other",detailed,"148,870",1,21.1,"43,880",0.4,20.59,"42,820"
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,"2,149,050",0.4,21.6,"44,930",0.2,19.79,"41,160"
43-5010,Cargo and Freight Agents,broad,"96,510",2.5,22.68,"47,170",0.9,21.04,"43,770"
43-5011,Cargo and Freight Agents,detailed,"96,510",2.5,22.68,"47,170",0.9,21.04,"43,770"
43-5020,Couriers and Messengers,broad,"70,700",2.9,15.87,"33,010",0.9,14.89,"30,980"
43-5021,Couriers and Messengers,detailed,"70,700",2.9,15.87,"33,010",0.9,14.89,"30,980"
43-5030,Dispatchers,broad,"281,740",1.1,21.72,"45,170",0.4,20.07,"41,750"
43-5031,Public Safety Telecommunicators,detailed,"93,290",1,22.02,"45,800",0.4,20.82,"43,290"
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"188,450",1.6,21.57,"44,860",0.6,19.7,"40,980"
43-5040,"Meter Readers, Utilities",broad,"26,490",3.5,22.19,"46,160",0.8,20.16,"41,940"
43-5041,"Meter Readers, Utilities",detailed,"26,490",3.5,22.19,"46,160",0.8,20.16,"41,940"
43-5050,Postal Service Workers,broad,"525,920",0.1,25.24,"52,500",0.2,24.59,"51,150"
43-5051,Postal Service Clerks,detailed,"86,950",0,24.62,"51,200",0.2,24.11,"50,150"
43-5052,Postal Service Mail Carriers,detailed,"333,570",0,25.57,"53,180",0.2,24.56,"51,080"
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"105,400",0.4,24.73,"51,440",0.4,25.55,"53,140"
43-5060,"Production, Planning, and Expediting Clerks",broad,"362,090",0.8,25,"52,000",0.2,23.86,"49,640"
43-5061,"Production, Planning, and Expediting Clerks",detailed,"362,090",0.8,25,"52,000",0.2,23.86,"49,640"
43-5070,"Shipping, Receiving, and Inventory Clerks",broad,"727,640",0.7,17.89,"37,210",0.2,16.95,"35,260"
43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,"727,640",0.7,17.89,"37,210",0.2,16.95,"35,260"
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,"57,960",2.3,18.31,"38,080",0.4,17.62,"36,650"
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"57,960",2.3,18.31,"38,080",0.4,17.62,"36,650"
43-6000,Secretaries and Administrative Assistants,minor,"3,111,790",0.4,21.54,"44,800",0.2,19.71,"40,990"
43-6010,Secretaries and Administrative Assistants,broad,"3,111,790",0.4,21.54,"44,800",0.2,19.71,"40,990"
43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"503,390",0.6,31.36,"65,230",0.3,30.34,"63,110"
43-6012,Legal Secretaries and Administrative Assistants,detailed,"160,950",1.8,25.36,"52,750",0.8,23.55,"48,980"
43-6013,Medical Secretaries and Administrative Assistants,detailed,"597,100",0.8,18.75,"39,000",0.3,17.96,"37,350"
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"1,850,360",0.5,19.43,"40,420",0.2,18.68,"38,850"
43-9000,Other Office and Administrative Support Workers,minor,"3,541,850",0.4,18.41,"38,290",0.2,17.25,"35,870"
43-9020,Data Entry and Information Processing Workers,broad,"194,440",1.6,17.96,"37,350",0.4,17.22,"35,820"
43-9021,Data Entry Keyers,detailed,"151,520",1.9,17.24,"35,850",0.4,16.56,"34,440"
43-9022,Word Processors and Typists,detailed,"42,920",2.4,20.5,"42,630",0.7,19.73,"41,050"
43-9030,Desktop Publishers,broad,"7,090",5.9,24.33,"50,600",2.2,22.86,"47,560"
43-9031,Desktop Publishers,detailed,"7,090",5.9,24.33,"50,600",2.2,22.86,"47,560"
43-9040,Insurance Claims and Policy Processing Clerks,broad,"240,740",2,21.67,"45,070",0.5,20.22,"42,050"
43-9041,Insurance Claims and Policy Processing Clerks,detailed,"240,740",2,21.67,"45,070",0.5,20.22,"42,050"
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,"79,310",2.6,16.2,"33,700",0.6,15.35,"31,920"
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"79,310",2.6,16.2,"33,700",0.6,15.35,"31,920"
43-9060,"Office Clerks, General",broad,"2,788,090",0.4,18.16,"37,770",0.2,16.98,"35,330"
43-9061,"Office Clerks, General",detailed,"2,788,090",0.4,18.16,"37,770",0.2,16.98,"35,330"
43-9070,"Office Machine Operators, Except Computer",broad,"40,640",3.4,17.59,"36,580",0.6,16.7,"34,730"
43-9071,"Office Machine Operators, Except Computer",detailed,"40,640",3.4,17.59,"36,580",0.6,16.7,"34,730"
43-9080,Proofreaders and Copy Markers,broad,"6,610",7.5,21.48,"44,670",2.1,19.78,"41,140"
43-9081,Proofreaders and Copy Markers,detailed,"6,610",7.5,21.48,"44,670",2.1,19.78,"41,140"
43-9110,Statistical Assistants,broad,"9,320",3.6,25.06,"52,120",2.3,24.21,"50,360"
43-9111,Statistical Assistants,detailed,"9,320",3.6,25.06,"52,120",2.3,24.21,"50,360"
43-9190,Miscellaneous Office and Administrative Support Workers,broad,"175,600",1.2,18.91,"39,340",1.4,17.25,"35,890"
43-9199,"Office and Administrative Support Workers, All Other",detailed,"175,600",1.2,18.91,"39,340",1.4,17.25,"35,890"
45-0000,"Farming, Fishing, and Forestry Occupations",major,"478,770",1.2,16.02,"33,310",0.4,14.27,"29,670"
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,"22,640",2.6,26.16,"54,420",0.8,24.08,"50,080"
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,"22,640",2.6,26.16,"54,420",0.8,24.08,"50,080"
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,"22,640",2.6,26.16,"54,420",0.8,24.08,"50,080"
45-2000,Agricultural Workers,minor,"409,420",1.3,14.99,"31,180",0.5,13.95,"29,020"
45-2010,Agricultural Inspectors,broad,"13,450",3,23.38,"48,620",0.7,22.45,"46,700"
45-2011,Agricultural Inspectors,detailed,"13,450",3,23.38,"48,620",0.7,22.45,"46,700"
45-2020,Animal Breeders,broad,920,12.7,21.12,"43,930",2.9,19.6,"40,770"
45-2021,Animal Breeders,detailed,920,12.7,21.12,"43,930",2.9,19.6,"40,770"
45-2040,"Graders and Sorters, Agricultural Products",broad,"28,640",4.2,14.24,"29,620",3,13.57,"28,220"
45-2041,"Graders and Sorters, Agricultural Products",detailed,"28,640",4.2,14.24,"29,620",3,13.57,"28,220"
45-2090,Miscellaneous Agricultural Workers,broad,"366,410",1.5,14.72,"30,620",0.4,13.89,"28,890"
45-2091,Agricultural Equipment Operators,detailed,"29,220",4.4,16.38,"34,070",1.2,15.75,"32,750"
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"293,910",1.8,14.49,"30,140",0.5,13.78,"28,660"
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,"36,820",3.3,14.93,"31,060",0.8,14.01,"29,130"
45-2099,"Agricultural Workers, All Other",detailed,"6,460",10.2,16.51,"34,330",3,14.49,"30,140"
45-4000,"Forest, Conservation, and Logging Workers",minor,"44,120",2.5,20.3,"42,230",1.1,19.33,"40,200"
45-4010,Forest and Conservation Workers,broad,"6,490",5.6,16.11,"33,520",1.2,14.73,"30,640"
45-4011,Forest and Conservation Workers,detailed,"6,490",5.6,16.11,"33,520",1.2,14.73,"30,640"
45-4020,Logging Workers,broad,"37,630",2.8,21.03,"43,740",1.2,20.36,"42,350"
45-4021,Fallers,detailed,"4,820",13.3,23.81,"49,520",4.3,20.76,"43,190"
45-4022,Logging Equipment Operators,detailed,"25,560",3.2,20.95,"43,570",1.3,20.78,"43,210"
45-4023,Log Graders and Scalers,detailed,"3,390",5.4,18.72,"38,940",1.4,17.74,"36,900"
45-4029,"Logging Workers, All Other",detailed,"3,850",10,20.11,"41,830",2.7,19.91,"41,410"
47-0000,Construction and Extraction Occupations,major,"5,937,830",0.3,25.93,"53,940",0.2,23.37,"48,610"
47-1000,Supervisors of Construction and Extraction Workers,minor,"614,080",0.6,35.09,"72,990",0.2,32.61,"67,840"
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,broad,"614,080",0.6,35.09,"72,990",0.2,32.61,"67,840"
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"614,080",0.6,35.09,"72,990",0.2,32.61,"67,840"
47-2000,Construction Trades Workers,minor,"4,430,270",0.3,25.28,"52,580",0.2,22.83,"47,480"
47-2010,Boilermakers,broad,"14,020",7.2,32.42,"67,430",1.4,31.42,"65,360"
47-2011,Boilermakers,detailed,"14,020",7.2,32.42,"67,430",1.4,31.42,"65,360"
47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad,"71,770",2.4,27.29,"56,750",0.9,25.52,"53,090"
47-2021,Brickmasons and Blockmasons,detailed,"59,940",2.7,28.09,"58,420",1,26.48,"55,080"
47-2022,Stonemasons,detailed,"11,830",7.8,23.22,"48,290",2.6,20.99,"43,650"
47-2030,Carpenters,broad,"699,300",0.9,26.06,"54,200",0.4,23.81,"49,520"
47-2031,Carpenters,detailed,"699,300",0.9,26.06,"54,200",0.4,23.81,"49,520"
47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,"82,980",2.9,22.91,"47,650",1,20.77,"43,210"
47-2041,Carpet Installers,detailed,"23,020",5.1,22.19,"46,150",2,19.94,"41,480"
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,"16,720",7.4,23.91,"49,740",2.2,21.89,"45,520"
47-2043,Floor Sanders and Finishers,detailed,"5,100",11.2,19.9,"41,400",3.2,18.68,"38,850"
47-2044,Tile and Stone Setters,detailed,"38,150",4.4,23.31,"48,490",1.4,21.26,"44,220"
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,"198,550",1.7,23.8,"49,490",0.6,22.14,"46,060"
47-2051,Cement Masons and Concrete Finishers,detailed,"195,580",1.7,23.74,"49,390",0.6,22.12,"46,000"
47-2053,Terrazzo Workers and Finishers,detailed,"2,970",11.7,27.13,"56,440",4.4,24.73,"51,430"
47-2060,Construction Laborers,broad,"971,330",0.8,20.67,"43,000",0.3,18.22,"37,890"
47-2061,Construction Laborers,detailed,"971,330",0.8,20.67,"43,000",0.3,18.22,"37,890"
47-2070,Construction Equipment Operators,broad,"451,250",0.8,26.22,"54,540",0.4,23.61,"49,100"
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"44,560",3.6,22.31,"46,400",1.2,19.97,"41,540"
47-2072,Pile Driver Operators,detailed,"3,820",8.4,34.56,"71,880",3.4,30.47,"63,370"
47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"402,870",0.9,26.58,"55,280",0.4,23.93,"49,770"
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad,"116,010",2.2,25.66,"53,360",1,23.47,"48,830"
47-2081,Drywall and Ceiling Tile Installers,detailed,"99,700",2.4,24.97,"51,930",1,22.82,"47,460"
47-2082,Tapers,detailed,"16,320",4.7,29.87,"62,140",1.4,28.58,"59,450"
47-2110,Electricians,broad,"656,510",0.9,29.59,"61,550",0.6,27.36,"56,900"
47-2111,Electricians,detailed,"656,510",0.9,29.59,"61,550",0.6,27.36,"56,900"
47-2120,Glaziers,broad,"52,190",3.8,24.5,"50,970",1.2,22.15,"46,080"
47-2121,Glaziers,detailed,"52,190",3.8,24.5,"50,970",1.2,22.15,"46,080"
47-2130,Insulation Workers,broad,"60,480",3.3,24.42,"50,800",1.4,22.03,"45,820"
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,"32,780",4.3,22.53,"46,860",2.2,20.04,"41,690"
47-2132,"Insulation Workers, Mechanical",detailed,"27,700",5.4,26.67,"55,470",1.7,24.05,"50,030"
47-2140,Painters and Paperhangers,broad,"220,700",1.5,22.36,"46,500",0.7,20.27,"42,150"
47-2141,"Painters, Construction and Maintenance",detailed,"217,880",1.5,22.33,"46,460",0.7,20.25,"42,130"
47-2142,Paperhangers,detailed,"2,820",18.1,23.95,"49,820",8.1,20.94,"43,560"
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad,"451,390",1.1,28.79,"59,890",0.6,26.43,"54,980"
47-2151,Pipelayers,detailed,"33,950",3,21.66,"45,060",1,19.46,"40,480"
47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"417,440",1.2,29.37,"61,100",0.6,27.08,"56,330"
47-2160,Plasterers and Stucco Masons,broad,"25,210",5.2,25.05,"52,100",1.8,22.61,"47,020"
47-2161,Plasterers and Stucco Masons,detailed,"25,210",5.2,25.05,"52,100",1.8,22.61,"47,020"
47-2170,Reinforcing Iron and Rebar Workers,broad,"18,680",6.3,26.3,"54,700",2.3,23.75,"49,390"
47-2171,Reinforcing Iron and Rebar Workers,detailed,"18,680",6.3,26.3,"54,700",2.3,23.75,"49,390"
47-2180,Roofers,broad,"128,680",2.1,22.6,"47,010",1,20.95,"43,580"
47-2181,Roofers,detailed,"128,680",2.1,22.6,"47,010",1,20.95,"43,580"
47-2210,Sheet Metal Workers,broad,"128,220",2.2,26.6,"55,320",0.9,24.7,"51,370"
47-2211,Sheet Metal Workers,detailed,"128,220",2.2,26.6,"55,320",0.9,24.7,"51,370"
47-2220,Structural Iron and Steel Workers,broad,"71,490",3,28.2,"58,650",0.9,26.36,"54,830"
47-2221,Structural Iron and Steel Workers,detailed,"71,490",3,28.2,"58,650",0.9,26.36,"54,830"
47-2230,Solar Photovoltaic Installers,broad,"11,490",9.2,23.08,"48,020",1.9,22.34,"46,470"
47-2231,Solar Photovoltaic Installers,detailed,"11,490",9.2,23.08,"48,020",1.9,22.34,"46,470"
47-3000,"Helpers, Construction Trades",minor,"227,710",1.6,17.13,"35,640",0.4,16.35,"34,000"
47-3010,"Helpers, Construction Trades",broad,"227,710",1.6,17.13,"35,640",0.4,16.35,"34,000"
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,"21,410",4.1,19.32,"40,190",1.3,17.78,"36,990"
47-3012,Helpers--Carpenters,detailed,"30,900",3.8,17,"35,360",0.9,16.48,"34,280"
47-3013,Helpers--Electricians,detailed,"73,920",2.9,17.04,"35,440",0.8,16.27,"33,840"
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,"9,500",6.8,16.12,"33,520",1.4,15.21,"31,640"
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"55,740",3.6,16.82,"34,990",0.9,16.15,"33,590"
47-3016,Helpers--Roofers,detailed,"8,390",12.2,16.86,"35,080",2.2,15.99,"33,260"
47-3019,"Helpers, Construction Trades, All Other",detailed,"27,850",3.9,16.89,"35,140",1,16.04,"33,360"
47-4000,Other Construction and Related Workers,minor,"438,940",0.9,25.36,"52,750",0.4,22.87,"47,580"
47-4010,Construction and Building Inspectors,broad,"113,770",1.9,31.96,"66,470",0.6,30.22,"62,860"
47-4011,Construction and Building Inspectors,detailed,"113,770",1.9,31.96,"66,470",0.6,30.22,"62,860"
47-4020,Elevator and Escalator Installers and Repairers,broad,"24,730",4.3,41.44,"86,200",1,42.57,"88,540"
47-4021,Elevator and Escalator Installers and Repairers,detailed,"24,730",4.3,41.44,"86,200",1,42.57,"88,540"
47-4030,Fence Erectors,broad,"27,010",5.7,19.29,"40,120",1.6,18.05,"37,550"
47-4031,Fence Erectors,detailed,"27,010",5.7,19.29,"40,120",1.6,18.05,"37,550"
47-4040,Hazardous Materials Removal Workers,broad,"44,010",3.1,23.64,"49,170",1.2,21.77,"45,270"
47-4041,Hazardous Materials Removal Workers,detailed,"44,010",3.1,23.64,"49,170",1.2,21.77,"45,270"
47-4050,Highway Maintenance Workers,broad,"149,890",0.9,20.77,"43,200",0.3,20.03,"41,660"
47-4051,Highway Maintenance Workers,detailed,"149,890",0.9,20.77,"43,200",0.3,20.03,"41,660"
47-4060,Rail-Track Laying and Maintenance Equipment Operators,broad,"17,590",7.3,27.61,"57,430",3.9,27.1,"56,370"
47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,"17,590",7.3,27.61,"57,430",3.9,27.1,"56,370"
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,"29,880",3.4,21.12,"43,930",0.8,19.77,"41,120"
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,"29,880",3.4,21.12,"43,930",0.8,19.77,"41,120"
47-4090,Miscellaneous Construction and Related Workers,broad,"32,050",3.7,21.24,"44,180",1.2,19.07,"39,660"
47-4090,Miscellaneous Construction and Related Workers,detailed,"32,050",3.7,21.24,"44,180",1.2,19.07,"39,660"
47-5000,Extraction Workers,minor,"226,840",1.6,23.81,"49,520",0.5,22.12,"46,020"
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",broad,"68,840",3.1,25.8,"53,670",1.1,23.47,"48,820"
47-5011,"Derrick Operators, Oil and Gas",detailed,"9,350",7.7,24.17,"50,280",2.2,23.04,"47,920"
47-5012,"Rotary Drill Operators, Oil and Gas",detailed,"15,650",5.9,28.34,"58,940",1.6,25.88,"53,820"
47-5013,"Service Unit Operators, Oil and Gas",detailed,"43,840",4,25.25,"52,510",1.5,22.78,"47,380"
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,"40,240",3,23.32,"48,500",0.8,21.7,"45,150"
47-5041,Continuous Mining Machine Operators,detailed,"14,990",4.6,28.05,"58,340",1.2,27.37,"56,920"
47-5043,"Roof Bolters, Mining",detailed,"2,080",8.7,29.76,"61,900",1.7,29.42,"61,190"
47-5044,"Loading and Moving Machine Operators, Underground Mining",detailed,"3,520",9.7,26.97,"56,100",1.6,27.23,"56,640"
47-5050,"Rock Splitters, Quarry",broad,"4,640",8.2,18.48,"38,430",1.2,17.85,"37,130"
47-5051,"Rock Splitters, Quarry",detailed,"4,640",8.2,18.48,"38,430",1.2,17.85,"37,130"
47-5070,"Roustabouts, Oil and Gas",broad,"44,710",3.7,20.27,"42,160",0.9,18.95,"39,420"
47-5071,"Roustabouts, Oil and Gas",detailed,"44,710",3.7,20.27,"42,160",0.9,18.95,"39,420"
47-5080,Helpers--Extraction Workers,broad,"12,740",6.1,18.82,"39,150",1.2,18.2,"37,860"
47-5081,Helpers--Extraction Workers,detailed,"12,740",6.1,18.82,"39,150",1.2,18.2,"37,860"
47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,"22,540",3.4,24.54,"51,040",0.8,23.32,"48,510"
47-5098,"Underground Mining Machine Operators and Extraction Workers, All Other",detailed,"12,540",6.5,25.83,"53,730",1.4,25.19,"52,400"
49-0000,"Installation, Maintenance, and Repair Occupations",major,"5,486,930",0.3,25.17,"52,360",0.1,23.44,"48,750"
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor,"475,000",0.5,35.14,"73,100",0.2,33.77,"70,240"
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",broad,"475,000",0.5,35.14,"73,100",0.2,33.77,"70,240"
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"475,000",0.5,35.14,"73,100",0.2,33.77,"70,240"
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",minor,"526,000",1.1,27.6,"57,400",0.4,26.59,"55,300"
49-2010,"Computer, Automated Teller, and Office Machine Repairers",broad,"91,930",2.3,21.05,"43,790",0.6,19.76,"41,090"
49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"91,930",2.3,21.05,"43,790",0.6,19.76,"41,090"
49-2020,Radio and Telecommunications Equipment Installers and Repairers,broad,"203,730",2.2,29.76,"61,900",0.8,29.45,"61,250"
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,"13,210",6.8,29.23,"60,790",2.3,27.75,"57,720"
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"190,510",2.3,29.8,"61,980",0.8,29.55,"61,470"
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",broad,"230,350",1.6,28.29,"58,850",0.5,27.29,"56,750"
49-2091,Avionics Technicians,detailed,"21,390",6.7,33.26,"69,180",1.7,32.61,"67,840"
49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,"15,380",6.2,23.68,"49,250",1.9,22.4,"46,590"
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,"10,390",6.2,33.87,"70,440",1.6,33.75,"70,200"
